image,xmin,ymin,xmax,ymax,label
01421.jpg,222.69505277593086,173.61702127659575,788.936170212766,359.7163293716757,toreta
00651.jpg,621.8181818181819,533.3333333333334,829.0909090909091,620.6060606060606,juicyfresh
01865.jpg,829.431906614786,64.73029045643153,1271.7042801556422,245.97510373443984,couque_white
01538.jpg,550.023346303502,389.3775933609958,752.2334630350192,782.7385892116182,cidar
01864.jpg,436.96498054474716,381.4107883817428,670.0544747081713,607.4688796680498,tuna
00606.jpg,330.90909090909093,504.24242424242425,550.3030303030304,717.5757575757576,tuna
01231.jpg,822.9787753490691,101.56026637300532,1031.7731362200798,449.92909532912233,welchs
00098.jpg,502.33766233766227,49.87012987012986,746.4935064935063,369.8701298701298,chocopie
00470.jpg,420.7792207792208,148.57142857142856,625.4545454545454,497.6623376623376,welchs
01665.jpg,581.4007782101168,571.6182572614108,1048.5758754863814,890.2904564315352,jjolbyung_ori
00940.jpg,391.5920915712799,110.1709796672828,547.4297606659729,339.0804066543438,ID_gum
01947.jpg,68.40466926070039,641.3278008298755,500.71595330739297,920.1659751037345,jjolbyung_noodle
01238.jpg,628.936170212766,480.0,808.2270196143618,845.3901055518618,welchs
01581.jpg,656.4357976653697,480.99585062240646,938.0077821011673,837.5103734439833,coke
01797.jpg,271.6108949416341,653.2780082987551,691.9688715953308,951.0373443983403,jjolbyung_noodle
01963.jpg,823.4552529182878,101.5767634854772,1167.1128404669262,307.71784232365144,diget_ori
01263.jpg,665.2482962101063,197.4468085106383,863.8297872340422,314.32627576462767,juicyfresh
01423.jpg,801.9858502327127,40.851089802194146,1023.2624459773937,635.4610361951462,samdasu
00670.jpg,368.9518413597734,233.1612090680101,686.2322946175638,511.5491183879093,gumi_gumi
01767.jpg,697.9455252918291,208.13278008298755,935.0194552529184,344.5643153526971,tuna
01967.jpg,464.8560311284048,43.81742738589212,1136.2334630350194,219.0871369294606,zec
01676.jpg,576.4202334630353,210.12448132780082,794.5680933852141,432.19917012448127,tuna
00904.jpg,330.32258064516134,319.11737523105364,645.9937565036421,522.7402957486137,diget_ori
00814.jpg,724.3059490084987,95.32745591939545,1280.0,256.73803526448364,samdasu
00944.jpg,539.4380853277837,40.965804066543434,634.006243496358,240.5961182994454,juicyfresh
01511.jpg,237.2451361867704,29.875518672199174,780.124513618677,328.63070539419084,toreta
01578.jpg,825.4474708171208,74.68879668049794,1172.093385214008,392.3651452282158,welchs
00789.jpg,353.5410764872522,47.26700251889169,555.6940509915014,110.74307304785894,spearmint
01281.jpg,576.737657912234,482.2695208610372,905.8156374667552,752.3404255319148,gumi_gumi
01901.jpg,601.3229571984435,718.0082987551867,836.4046692607002,952.0331950207468,tuna
00998.jpg,222.43496357960456,421.59426987061005,526.1186264308012,720.0,gumi_gumi
01927.jpg,5.6498054474708175,633.3609958506224,456.88715953307394,949.0456431535272,jjolbyung_ori
00609.jpg,253.3333333333333,128.4848484848485,393.939393939394,473.93939393939394,coke
01192.jpg,37.730531083776604,549.7872600149601,650.4964885305851,734.7517817071142,buttering
01230.jpg,599.4326587433511,45.95744031540891,871.773084275266,473.75888905626664,jjolbyung_noodle
01704.jpg,256.6692607003891,0.0,506.02334630350197,307.71784232365144,jjolbyung_noodle
01979.jpg,174.98832684824902,645.311203319502,374.2101167315175,825.5601659751038,vita500
01878.jpg,250.023346303502,351.5352697095436,683.0038910505838,555.6846473029045,couque_white
00743.jpg,0.0,43.63979848866499,177.67705382436264,385.3904282115868,welchs
01121.jpg,76.3120740525266,422.12765957446817,239.7163293716756,671.773084275266,ID_gum
00889.jpg,611.8980169971671,273.96725440806046,970.8781869688383,408.17380352644835,coke
01822.jpg,570.443579766537,635.3526970954357,1014.7081712062258,921.1618257261412,jjolbyung_ori
00417.jpg,481.038961038961,48.831168831168824,722.077922077922,460.2597402597402,jjolbyung_ori
01815.jpg,46.49027237354085,106.55601659751038,634.1945525291827,359.5020746887967,buttering
00975.jpg,817.8147762747137,51.61275415896488,1186.763787721124,259.22828096118303,welchs
00277.jpg,42.59740259740259,359.48051948051943,429.09090909090907,544.4155844155844,coke
01433.jpg,238.58159491356383,11.347526387965429,851.3475523603723,392.62414810505317,squid_peanut
01806.jpg,476.80933852140083,340.58091286307047,708.9027237354086,689.1286307053942,welchs
00252.jpg,255.58441558441555,365.71428571428567,475.8441558441558,698.1818181818181,diget_choco
01970.jpg,98.28793774319071,453.11203319502073,509.0116731517511,956.0165975103737,squid_peanut
01752.jpg,570.4435797665371,409.2946058091287,770.988326848249,646.3070539419087,tuna
00185.jpg,69.6103896103896,643.1168831168831,503.8961038961038,932.9870129870128,jjolbyung_noodle
00144.jpg,895.5844155844154,381.2987012987012,1240.0,948.5714285714283,squid_peanut
01969.jpg,441.94552529182886,692.1161825726141,683.0038910505838,960.0,diget_ori
00705.jpg,818.5835694050992,302.98488664987406,959.0934844192636,716.4861460957179,couque_coffee
00261.jpg,777.1428571428571,651.4285714285712,1017.1428571428572,892.4675324675324,tuna
00690.jpg,768.7252124645893,29.130982367758183,1180.2832861189802,209.5843828715365,cidar
01905.jpg,356.2801556420234,314.68879668049794,527.6108949416343,712.0331950207469,cidar
