class_id,xmin,ymin,xmax,ymax,label
00000.jpg,0.0,41.55844156,597.9220779,571.4285714,squid_peanut
00000.jpg,558.4415584,137.1428571,740.2597403,344.9350649,cidar
00000.jpg,715.3246753,69.61038961,906.4935065,395.8441558,diget_ori
00000.jpg,902.3376622999999,21.81818182,1082.0779220000002,362.5974026,welchs
00000.jpg,270.6493506,431.1688312,505.4545455,646.2337662,diget_choco
00000.jpg,550.1298701000001,408.3116883,772.4675325000001,628.5714286,toreta
00000.jpg,521.0389610000001,620.2597403,686.2337662,781.2987013,coke
00000.jpg,672.7272727000001,608.8311687999999,944.9350649,953.7662338,zec
00000.jpg,884.6753247000001,343.8961039,1196.363636,880.0,homerunball
00000.jpg,150.12987009999998,627.5324674999999,458.7012987,956.8831169,buttering
00001.jpg,11.42857143,0.0,575.5844156,366.75324680000006,squid_peanut
00001.jpg,569.8701298999999,2.0779220780000003,763.1168831,211.9480519,welchs
00001.jpg,891.9480518999999,244.1558442,1223.896104,430.12987010000006,diget_choco
00001.jpg,563.6363636,223.37662340000003,891.9480518999999,433.24675319999994,diget_ori
00001.jpg,83.63636364,325.19480519999996,474.2857143,447.79220779999997,cidar
00001.jpg,557.4025974,408.3116883,767.2727272999999,624.4155844,toreta
00001.jpg,18.18181818,456.1038961,533.5064934999999,724.1558442,homerunball
00001.jpg,524.1558441999999,620.2597403,685.1948052,780.2597403,coke
00001.jpg,38.96103896,724.1558442,611.4285714,909.0909091,buttering
00001.jpg,617.6623377000001,732.4675325000001,1258.701299,912.2077922,zec
00002.jpg,36.88311688,29.09090909,592.7272727000001,560.0,squid_peanut
00002.jpg,954.2857142999999,161.038961,1253.506494,393.7662338,diget_choco
00002.jpg,377.66233769999997,3.116883117,609.3506494,183.8961039,diget_ori
00002.jpg,535.5844156,3.116883117,789.0909091,588.0519481000001,homerunball
00002.jpg,740.2597403,250.38961040000004,932.4675325,439.4805195,cidar
00002.jpg,96.10389609999999,420.7792208000001,420.2597403,637.9220779,toreta
00002.jpg,775.5844156,525.7142857,984.4155844000001,713.7662338,coke
00002.jpg,960.5194805,497.6623377,1222.337662,703.3766234,welchs
00002.jpg,558.4415584,587.0129870000001,783.8961039,923.6363636,zec
00002.jpg,104.4155844,599.4805195,480.5194805,916.3636364,buttering
00004.jpg,27.01298701,47.79220779,389.6103896,260.7792208,diget_choco
00004.jpg,449.3506494,28.05194805,848.8311687999999,194.28571430000002,cidar
00004.jpg,872.2077922,32.20779221,1237.9220779999998,201.5584416,welchs
00004.jpg,58.70129870000001,259.7402597,572.9870129999999,531.9480518999999,homerunball
00004.jpg,579.2207792,209.87012990000002,885.7142857000001,395.8441558,diget_ori
00004.jpg,7.792207792,538.1818182,635.3246753,932.987013,squid_peanut
00004.jpg,554.2857142999999,408.3116883,773.5064934999999,630.6493506,toreta
00004.jpg,880.5194805,390.6493506,1119.480519,556.8831169,coke
00004.jpg,604.1558442,590.1298701000001,1251.4285710000001,745.974026,zec
00004.jpg,680.0,749.0909091,1235.844156,939.2207792000002,buttering
00005.jpg,1.5584415580000002,35.32467532,676.8831169,255.5844156,zec
00005.jpg,834.8051948,49.87012987,1034.285714,380.2597403,diget_ori
