"image","xmin","ymin","xmax","ymax","label"
"WIN_20200820_13_47_44_Pro.jpg",25.248244265292552,93.04965404753989,315.74468085106383,379.00712682845744,"diget_choco"
"WIN_20200820_13_47_44_Pro.jpg",308.93617021276594,24.96454766456117,516.5957446808511,361.9858502327128,"diget_ori"
"WIN_20200820_13_47_44_Pro.jpg",512.0568068484042,11.347526387965425,786.6667012965424,392.6241481050532,"couque_white"
"WIN_20200820_13_47_44_Pro.jpg",734.4680851063832,13.617021276595745,1062.1276595744682,544.6808510638298,"toreta"
"WIN_20200820_13_47_44_Pro.jpg",806.5248919547877,271.2056131565823,1174.4680851063833,949.7872340425531,"zec"
"WIN_20200820_13_47_44_Pro.jpg",18.43973362699468,460.70925448803195,285.1063829787234,630.9220204454788,"ID_gum"
"WIN_20200820_13_47_44_Pro.jpg",282.8369140625,478.8652655418883,530.2127659574468,638.8652655418882,"tuna"
"WIN_20200820_13_47_44_Pro.jpg",71.48936170212767,638.8652655418884,472.3404255319149,908.936170212766,"jjolbyung_noodle"
"WIN_20200820_13_47_44_Pro.jpg",546.3829787234042,383.54614257812506,730.2127659574468,726.8085106382979,"welchs"
"WIN_20200820_13_47_44_Pro.jpg",469.36170212765956,694.4681630236038,745.531914893617,960,"chocopie"
"WIN_20200820_13_47_53_Pro.jpg",88.79436087101064,43.120571704621014,297.58866979720744,398.2978723404255,"diget_choco"
"WIN_20200820_13_47_53_Pro.jpg",285.10640895113033,18.723423734624337,493.9007178773271,373.90072437042886,"diget_ori"
"WIN_20200820_13_47_53_Pro.jpg",459.5744680851064,372.7659769261137,655.0354523354388,727.9432775619182,"welchs"
"WIN_20200820_13_47_53_Pro.jpg",653.9007178773271,270.07092415018286,931.063829787234,721.7021276595744,"jjolbyung_noodle"
"WIN_20200820_13_47_53_Pro.jpg",928.5107162150931,188.93618969207114,1137.30502514129,895.3191489361702,"zec"
"WIN_20200820_13_47_53_Pro.jpg",5.957472780917553,696.1702127659574,413.6170212765958,936.7375864881151,"chocopie"
"WIN_20200820_13_47_53_Pro.jpg",36.59577065325798,405.67379565949136,245.39007957945478,680.8510638297872,"ID_gum"
"WIN_20200820_13_47_53_Pro.jpg",238.58156894115692,438.5815624480552,459.5744680851064,670.6382978723404,"tuna"
