01503.jpg,4.155642023346304,5.975103734439834,500.21789883268485,670.207468879668,squid_peanut
01503.jpg,454.39688715953315,83.15352697095436,855.6575875486383,351.5352697095436,cidar
01503.jpg,332.7003891050584,328.63070539419084,573.9299610894942,699.0871369294606,coke
01503.jpg,651.4552529182879,234.02489626556016,957.5175097276264,594.5228215767636,diget_choco
01503.jpg,736.124513618677,231.03734439834025,1242.1478599221794,868.3817427385893,homerunball
01503.jpg,544.9571984435797,578.5892116182572,753.0583657587547,910.207468879668,diget_ori
01503.jpg,5.976653696498055,565.643153526971,521.9610894941634,960.0,toreta
01504.jpg,182.45914396887162,97.59336099585062,609.6186770428016,719.0041493775934,squid_peanut
01504.jpg,545.0428015564203,63.7344398340249,934.52140077821,306.7219917012448,cidar
01504.jpg,434.9727626459146,420.24896265560164,607.6264591439689,589.5435684647302,coke
01504.jpg,576.4202334630352,249.95850622406638,933.3540856031128,532.7800829875519,diget_choco
01504.jpg,875.5797665369648,249.95850622406638,1257.0894941634242,798.6721991701245,homerunball
01504.jpg,662.0856031128403,552.6970954356847,851.6731517509727,882.3236514522822,diget_ori
01504.jpg,172.0,702.0746887966806,466.17898832684824,960.0,toreta
01505.jpg,0.0,11.950207468879668,405.4163424124514,664.2323651452283,squid_peanut
01505.jpg,387.48638132295713,105.56016597510371,788.0933852140078,322.655601659751,cidar
01505.jpg,774.9727626459143,201.1618257261411,1055.0505836575876,849.4605809128632,homerunball
01505.jpg,652.6225680933852,356.51452282157675,868.7782101167315,573.6099585062242,diget_choco
01505.jpg,491.2529182879378,536.7634854771784,743.2684824902724,881.3278008298755,diget_ori
01505.jpg,0.17120622568093385,666.2240663900415,518.147859922179,882.3236514522821,toreta
01505.jpg,326.89494163424126,301.7427385892116,462.3657587548638,658.2572614107884,coke
01506.jpg,42.00778210116732,130.4564315352697,463.19066147859917,393.36099585062243,couque_white
01506.jpg,488.26459143968873,123.48547717842324,836.7315175097276,413.2780082987552,diget_choco
01506.jpg,813.9922178988327,206.14107883817428,1052.8871595330738,431.20331950207463,welchs
01506.jpg,294.023346303502,373.4439834024896,543.875486381323,606.4730290456431,diget_ori
01506.jpg,54.95719844357978,428.2157676348548,313.7743190661479,597.5103734439834,coke
01506.jpg,566.9571984435797,382.4066390041494,1163.455252918288,678.1742738589213,buttering
01506.jpg,501.2140077821012,560.6639004149379,863.6264591439688,762.8215767634856,vita500
01506.jpg,75.87548638132296,615.4356846473029,742.1011673151752,891.2863070539418,zec
01507.jpg,178.30350194552528,96.59751037344398,610.6147859922179,714.0248962655602,squid_peanut
01507.jpg,554.0077821011673,63.7344398340249,935.5175097276264,304.7302904564316,cidar
01507.jpg,892.6848249027237,247.96680497925308,1251.1128404669262,798.6721991701245,homerunball
01507.jpg,660.5914396887159,554.688796680498,851.8443579766538,882.3236514522822,diget_ori
